	id	relative time	ip src	ip dest	src port	dst_port	epoch time	interval
104	136	12.309011	192.168.11.248	192.168.11.111	2404	56693	1544717762.2208061	0.000338
105	137	12.309142999999999	192.168.11.111	192.168.11.248	56693	2404	1544717762.220938	0.000132
106	138	12.309489	192.168.11.248	192.168.11.111	2404	56693	1544717762.221284	0.000346
107	139	12.411782	192.168.11.111	192.168.11.248	56693	2404	1544717762.323577	0.102293
108	140	12.413437	192.168.11.248	192.168.11.111	2404	56693	1544717762.325232	0.001655
109	141	12.41359	192.168.11.111	192.168.11.248	56693	2404	1544717762.3253849	0.000153
110	142	12.413921	192.168.11.248	192.168.11.111	2404	56693	1544717762.3257158	0.000331
111	143	12.464704	192.168.11.111	192.168.11.248	56693	2404	1544717762.376499	0.050783
112	144	12.465524	192.168.11.248	192.168.11.111	2404	56693	1544717762.377319	0.00082
113	145	12.465524	192.168.11.248	192.168.11.111	2404	56693	1544717762.377319	0.0
114	147	12.465853	192.168.11.248	192.168.11.111	2404	56693	1544717762.377648	0.00032900000000000003
115	148	12.465854	192.168.11.248	192.168.11.111	2404	56693	1544717762.377649	1e-06
116	149	12.465854	192.168.11.248	192.168.11.111	2404	56693	1544717762.377649	0.0
117	151	12.466263	192.168.11.248	192.168.11.111	2404	56693	1544717762.378058	0.00040899999999999997
118	152	12.466646	192.168.11.248	192.168.11.111	2404	56693	1544717762.3784409	0.000383
119	154	12.467075999999999	192.168.11.248	192.168.11.111	2404	56693	1544717762.378871	0.00043
120	155	12.468286	192.168.11.111	192.168.11.248	56693	2404	1544717762.380081	0.00121
121	156	12.468996	192.168.11.248	192.168.11.111	2404	56693	1544717762.380791	0.0007099999999999999
122	158	12.682551	192.168.11.248	192.168.11.111	2404	56693	1544717762.5943458	0.21355500000000002
123	159	12.682942	192.168.11.111	192.168.11.248	56693	2404	1544717762.594737	0.000391
124	160	12.683444	192.168.11.111	192.168.11.248	56693	2404	1544717762.595239	0.000502
125	162	12.683796000000001	192.168.11.248	192.168.11.111	2404	56693	1544717762.595591	0.000352
126	163	12.683992	192.168.11.111	192.168.11.248	56693	2404	1544717762.5957868	0.000196
127	164	12.684348	192.168.11.248	192.168.11.111	2404	56693	1544717762.596143	0.000356
128	168	19.281869	192.168.11.248	192.168.11.111	2404	56693	1544717769.193664	6.597521
129	173	22.282799	192.168.11.248	192.168.11.111	2404	56693	1544717772.194594	3.00093
130	176	26.283741999999997	192.168.11.248	192.168.11.111	2404	56693	1544717776.1955369	4.000943
131	178	29.315131	192.168.11.111	192.168.11.248	56693	2404	1544717779.226926	3.031389
132	180	30.485713	192.168.11.248	192.168.11.111	2404	56693	1544717780.397508	1.170582
133	182	31.056253	192.168.11.111	192.168.11.248	56693	2404	1544717780.968048	0.5705399999999999
134	183	31.095509999999997	192.168.11.248	192.168.11.111	2404	56693	1544717781.007305	0.039257
135	184	31.095775	192.168.11.111	192.168.11.248	56693	2404	1544717781.00757	0.000265
136	185	31.096102000000002	192.168.11.248	192.168.11.111	2404	56693	1544717781.007897	0.000327
137	186	31.110209	192.168.11.111	192.168.11.248	56693	2404	1544717781.022004	0.014107
138	187	31.111001	192.168.11.248	192.168.11.111	2404	56693	1544717781.0227962	0.000792
139	188	31.111002000000003	192.168.11.248	192.168.11.111	2404	56693	1544717781.022797	1e-06
140	190	31.111320000000003	192.168.11.248	192.168.11.111	2404	56693	1544717781.023115	0.00031800000000000003
141	191	31.111321000000004	192.168.11.248	192.168.11.111	2404	56693	1544717781.023116	1e-06
142	193	31.111652000000003	192.168.11.248	192.168.11.111	2404	56693	1544717781.023447	0.000331
143	194	31.112008000000003	192.168.11.248	192.168.11.111	2404	56693	1544717781.023803	0.000356
144	195	31.112008000000003	192.168.11.248	192.168.11.111	2404	56693	1544717781.023803	0.0
145	197	31.112353000000002	192.168.11.248	192.168.11.111	2404	56693	1544717781.0241477	0.00034500000000000004
146	198	31.112592	192.168.11.111	192.168.11.248	56693	2404	1544717781.024387	0.000239
147	199	31.113312	192.168.11.248	192.168.11.111	2404	56693	1544717781.025107	0.00072
148	200	31.113313	192.168.11.248	192.168.11.111	2404	56693	1544717781.0251079	1e-06
149	202	31.113640999999998	192.168.11.248	192.168.11.111	2404	56693	1544717781.0254362	0.000328
150	203	31.1139	192.168.11.111	192.168.11.248	56693	2404	1544717781.025695	0.000259
151	204	31.114231	192.168.11.248	192.168.11.111	2404	56693	1544717781.026026	0.000331
152	205	31.114815999999998	192.168.11.248	192.168.11.111	2404	56693	1544717781.0266109	0.000585
153	207	31.115213	192.168.11.248	192.168.11.111	2404	56693	1544717781.027008	0.000397
154	208	31.116108	192.168.11.111	192.168.11.248	56693	2404	1544717781.027903	0.000895
155	209	31.116181	192.168.11.111	192.168.11.248	56693	2404	1544717781.027976	7.3e-05
156	211	31.116785999999998	192.168.11.248	192.168.11.111	2404	56693	1544717781.0285811	0.000605
157	212	31.116978000000003	192.168.11.111	192.168.11.248	56693	2404	1544717781.028773	0.000192
158	213	31.117275	192.168.11.248	192.168.11.111	2404	56693	1544717781.0290701	0.000297
159	214	31.188794	192.168.11.111	192.168.11.248	56693	2404	1544717781.100589	0.071519
160	215	31.189065000000003	192.168.11.248	192.168.11.111	2404	56693	1544717781.10086	0.000271
161	216	31.189223	192.168.11.111	192.168.11.248	56693	2404	1544717781.101018	0.00015800000000000002
162	217	31.189544	192.168.11.248	192.168.11.111	2404	56693	1544717781.1013389	0.000321
163	218	31.190084000000002	192.168.11.111	192.168.11.248	56693	2404	1544717781.1018791	0.00054
164	219	31.190946000000004	192.168.11.248	192.168.11.111	2404	56693	1544717781.102741	0.0008619999999999999
165	220	31.190946999999998	192.168.11.248	192.168.11.111	2404	56693	1544717781.1027422	1e-06
166	221	31.190948	192.168.11.248	192.168.11.111	2404	56693	1544717781.1027431	1e-06
167	223	31.191271	192.168.11.248	192.168.11.111	2404	56693	1544717781.103066	0.000323
168	224	31.191271999999998	192.168.11.248	192.168.11.111	2404	56693	1544717781.103067	1e-06
169	226	31.19162	192.168.11.248	192.168.11.111	2404	56693	1544717781.103415	0.000348
170	227	31.192068	192.168.11.248	192.168.11.111	2404	56693	1544717781.103863	0.00044800000000000005
171	229	31.192424	192.168.11.248	192.168.11.111	2404	56693	1544717781.104219	0.000356
172	230	31.192815999999997	192.168.11.111	192.168.11.248	56693	2404	1544717781.104611	0.000392
173	231	31.193537	192.168.11.248	192.168.11.111	2404	56693	1544717781.105332	0.000721
174	233	31.390558000000002	192.168.11.248	192.168.11.111	2404	56693	1544717781.302353	0.197021
175	234	31.390944	192.168.11.111	192.168.11.248	56693	2404	1544717781.302739	0.000386
176	235	31.391592	192.168.11.111	192.168.11.248	56693	2404	1544717781.303387	0.000648
177	237	31.39193	192.168.11.248	192.168.11.111	2404	56693	1544717781.303725	0.000338
178	238	31.392145000000003	192.168.11.111	192.168.11.248	56693	2404	1544717781.3039398	0.000215
179	239	31.392492999999998	192.168.11.248	192.168.11.111	2404	56693	1544717781.304288	0.000348
180	241	36.286424	192.168.11.248	192.168.11.111	2404	56693	1544717786.1982188	4.893930999999999
181	243	36.729056	192.168.11.111	192.168.11.248	56693	2404	1544717786.6408508	0.44263199999999997
182	244	36.729713000000004	192.168.11.248	192.168.11.111	2404	56693	1544717786.6415079	0.000657
183	245	36.729859000000005	192.168.11.111	192.168.11.248	56693	2404	1544717786.641654	0.000146
184	246	36.730173	192.168.11.248	192.168.11.111	2404	56693	1544717786.641968	0.000314
185	247	36.732903	192.168.11.111	192.168.11.248	56693	2404	1544717786.644698	0.0027300000000000002
186	248	36.733717999999996	192.168.11.248	192.168.11.111	2404	56693	1544717786.645513	0.0008150000000000001
187	249	36.733717999999996	192.168.11.248	192.168.11.111	2404	56693	1544717786.645513	0.0
188	251	36.734081	192.168.11.248	192.168.11.111	2404	56693	1544717786.645876	0.000363
189	252	36.734082	192.168.11.248	192.168.11.111	2404	56693	1544717786.6458771	1e-06
190	253	36.734082	192.168.11.248	192.168.11.111	2404	56693	1544717786.6458771	0.0
191	255	36.734429999999996	192.168.11.248	192.168.11.111	2404	56693	1544717786.646225	0.000348
192	256	36.734897	192.168.11.248	192.168.11.111	2404	56693	1544717786.6466918	0.00046699999999999997
193	258	36.735237	192.168.11.248	192.168.11.111	2404	56693	1544717786.647032	0.00033999999999999997
194	259	36.73561	192.168.11.111	192.168.11.248	56693	2404	1544717786.6474051	0.000373
195	260	36.736325	192.168.11.248	192.168.11.111	2404	56693	1544717786.64812	0.000715
196	262	36.94403	192.168.11.248	192.168.11.111	2404	56693	1544717786.855825	0.20770500000000003
197	263	36.944434	192.168.11.111	192.168.11.248	56693	2404	1544717786.856229	0.000404
198	264	36.94497	192.168.11.111	192.168.11.248	56693	2404	1544717786.856765	0.000536
199	266	36.945344	192.168.11.248	192.168.11.111	2404	56693	1544717786.8571389	0.00037400000000000004
200	267	36.945563	192.168.11.111	192.168.11.248	56693	2404	1544717786.857358	0.00021899999999999998
201	268	36.94591	192.168.11.248	192.168.11.111	2404	56693	1544717786.8577049	0.00034700000000000003
202	270	41.936023	192.168.11.111	192.168.11.248	56693	2404	1544717791.847818	4.990113
203	271	41.936453	192.168.11.248	192.168.11.111	2404	56693	1544717791.848248	0.00043
204	272	41.936671000000004	192.168.11.111	192.168.11.248	56693	2404	1544717791.848466	0.000218
205	273	41.936985	192.168.11.248	192.168.11.111	2404	56693	1544717791.8487802	0.000314
206	274	41.998241	192.168.11.111	192.168.11.248	56693	2404	1544717791.9100358	0.061256
207	275	42.001162	192.168.11.248	192.168.11.111	2404	56693	1544717791.9129572	0.002921
208	276	42.003173	192.168.11.248	192.168.11.111	2404	56693	1544717791.914968	0.0020109999999999998
209	277	42.003174	192.168.11.248	192.168.11.111	2404	56693	1544717791.914969	1e-06
210	279	42.003513	192.168.11.248	192.168.11.111	2404	56693	1544717791.9153082	0.000339
211	280	42.005949	192.168.11.248	192.168.11.111	2404	56693	1544717791.917744	0.002436
212	282	42.006291999999995	192.168.11.248	192.168.11.111	2404	56693	1544717791.918087	0.000343
213	283	42.006771	192.168.11.111	192.168.11.248	56693	2404	1544717791.918566	0.000479
214	284	42.008406	192.168.11.248	192.168.11.111	2404	56693	1544717791.920201	0.0016350000000000002
215	285	42.01061	192.168.11.248	192.168.11.111	2404	56693	1544717791.922405	0.002204
216	286	42.01061	192.168.11.248	192.168.11.111	2404	56693	1544717791.922405	0.0
217	288	42.010889	192.168.11.248	192.168.11.111	2404	56693	1544717791.9226842	0.000279
218	289	42.012006	192.168.11.111	192.168.11.248	56693	2404	1544717791.923801	0.001117
219	290	42.013228999999995	192.168.11.248	192.168.11.111	2404	56693	1544717791.925024	0.0012230000000000001
220	291	42.013957	192.168.11.111	192.168.11.248	56693	2404	1544717791.925752	0.000728
221	292	42.015624	192.168.11.248	192.168.11.111	2404	56693	1544717791.927419	0.001667
222	293	42.015826000000004	192.168.11.111	192.168.11.248	56693	2404	1544717791.9276211	0.000202
223	294	42.016141	192.168.11.248	192.168.11.111	2404	56693	1544717791.927936	0.000315
224	296	47.09956	192.168.11.111	192.168.11.248	56693	2404	1544717797.011355	5.083419
225	297	47.13004	192.168.11.248	192.168.11.111	2404	56693	1544717797.0418348	0.03048
226	298	47.130157000000004	192.168.11.111	192.168.11.248	56693	2404	1544717797.041952	0.000117
227	299	47.130548	192.168.11.248	192.168.11.111	2404	56693	1544717797.0423431	0.000391
228	300	47.16218	192.168.11.111	192.168.11.248	56693	2404	1544717797.073975	0.031632
229	301	47.162995	192.168.11.248	192.168.11.111	2404	56693	1544717797.07479	0.0008150000000000001
230	302	47.162997	192.168.11.248	192.168.11.111	2404	56693	1544717797.074792	2e-06
231	304	47.163313	192.168.11.248	192.168.11.111	2404	56693	1544717797.0751078	0.00031600000000000004
232	305	47.163313	192.168.11.248	192.168.11.111	2404	56693	1544717797.0751078	0.0
233	307	47.163653000000004	192.168.11.248	192.168.11.111	2404	56693	1544717797.075448	0.00033999999999999997
234	308	47.163988	192.168.11.248	192.168.11.111	2404	56693	1544717797.075783	0.000335
235	309	47.163989	192.168.11.248	192.168.11.111	2404	56693	1544717797.075784	1e-06
236	311	47.164345000000004	192.168.11.248	192.168.11.111	2404	56693	1544717797.0761402	0.000356
237	312	47.164524	192.168.11.111	192.168.11.248	56693	2404	1544717797.076319	0.00017900000000000001
238	313	47.165234000000005	192.168.11.248	192.168.11.111	2404	56693	1544717797.0770292	0.0007099999999999999
239	315	47.364633000000005	192.168.11.248	192.168.11.111	2404	56693	1544717797.2764282	0.199399
240	316	47.365010999999996	192.168.11.111	192.168.11.248	56693	2404	1544717797.276806	0.00037799999999999997
241	317	47.365513	192.168.11.111	192.168.11.248	56693	2404	1544717797.2773082	0.000502
242	319	47.365908000000005	192.168.11.248	192.168.11.111	2404	56693	1544717797.277703	0.000395
243	320	47.366132	192.168.11.111	192.168.11.248	56693	2404	1544717797.277927	0.00022400000000000002
244	321	47.366549	192.168.11.248	192.168.11.111	2404	56693	1544717797.278344	0.000417
245	323	48.486901	192.168.11.248	192.168.11.111	2404	56693	1544717798.398696	1.120352
246	325	51.887815	192.168.11.248	192.168.11.111	2404	56693	1544717801.79961	3.4009139999999998
247	327	52.387924	192.168.11.111	192.168.11.248	56693	2404	1544717802.299719	0.500109
248	328	52.388269	192.168.11.248	192.168.11.111	2404	56693	1544717802.300064	0.00034500000000000004
249	329	52.388498	192.168.11.111	192.168.11.248	56693	2404	1544717802.3002932	0.000229
250	330	52.388805	192.168.11.248	192.168.11.111	2404	56693	1544717802.3006	0.000307
251	331	52.45040899999999	192.168.11.111	192.168.11.248	56693	2404	1544717802.362204	0.061604
252	332	52.451278	192.168.11.248	192.168.11.111	2404	56693	1544717802.3630729	0.000869
253	333	52.45127900000001	192.168.11.248	192.168.11.111	2404	56693	1544717802.3630738	1e-06
254	335	52.451613	192.168.11.248	192.168.11.111	2404	56693	1544717802.363408	0.000334
255	336	52.451614	192.168.11.248	192.168.11.111	2404	56693	1544717802.363409	1e-06
256	338	52.45195699999999	192.168.11.248	192.168.11.111	2404	56693	1544717802.363752	0.000343
257	339	52.4523	192.168.11.248	192.168.11.111	2404	56693	1544717802.364095	0.000343
258	340	52.4523	192.168.11.248	192.168.11.111	2404	56693	1544717802.364095	0.0
259	342	52.452651	192.168.11.248	192.168.11.111	2404	56693	1544717802.3644462	0.00035099999999999997
260	343	52.452785999999996	192.168.11.111	192.168.11.248	56693	2404	1544717802.364581	0.000135
261	344	52.453501	192.168.11.248	192.168.11.111	2404	56693	1544717802.365296	0.000715
262	346	52.668278	192.168.11.248	192.168.11.111	2404	56693	1544717802.5800729	0.214777
263	347	52.66868100000001	192.168.11.111	192.168.11.248	56693	2404	1544717802.580476	0.00040300000000000004
264	348	52.66918199999999	192.168.11.111	192.168.11.248	56693	2404	1544717802.580977	0.0005009999999999999
265	350	52.669578	192.168.11.248	192.168.11.111	2404	56693	1544717802.5813732	0.000396
266	351	52.669771999999995	192.168.11.111	192.168.11.248	56693	2404	1544717802.581567	0.000194
267	352	52.670097	192.168.11.248	192.168.11.111	2404	56693	1544717802.5818918	0.000325
268	356	57.737322	192.168.11.111	192.168.11.248	56693	2404	1544717807.6491172	5.067225
269	357	57.737778000000006	192.168.11.248	192.168.11.111	2404	56693	1544717807.649573	0.00045599999999999997
270	358	57.738	192.168.11.111	192.168.11.248	56693	2404	1544717807.6497948	0.00022200000000000003
271	359	57.738331	192.168.11.248	192.168.11.111	2404	56693	1544717807.650126	0.000331
272	360	57.799677	192.168.11.111	192.168.11.248	56693	2404	1544717807.711472	0.061346000000000005
273	361	57.800461	192.168.11.248	192.168.11.111	2404	56693	1544717807.712256	0.000784
274	362	57.800463	192.168.11.248	192.168.11.111	2404	56693	1544717807.7122579	2e-06
275	364	57.800793999999996	192.168.11.248	192.168.11.111	2404	56693	1544717807.712589	0.000331
276	365	57.800793999999996	192.168.11.248	192.168.11.111	2404	56693	1544717807.712589	0.0
277	367	57.803217000000004	192.168.11.248	192.168.11.111	2404	56693	1544717807.7150118	0.0024230000000000002
278	368	57.805527000000005	192.168.11.248	192.168.11.111	2404	56693	1544717807.7173219	0.00231
279	369	57.805527000000005	192.168.11.248	192.168.11.111	2404	56693	1544717807.7173219	0.0
280	371	57.805817000000005	192.168.11.248	192.168.11.111	2404	56693	1544717807.7176123	0.00029
281	372	57.806042000000005	192.168.11.111	192.168.11.248	56693	2404	1544717807.717837	0.000225
282	373	57.808386	192.168.11.248	192.168.11.111	2404	56693	1544717807.7201812	0.002344
283	375	58.01811	192.168.11.248	192.168.11.111	2404	56693	1544717807.929905	0.20972399999999997
284	376	58.019387	192.168.11.111	192.168.11.248	56693	2404	1544717807.9311821	0.001277
285	377	58.019971999999996	192.168.11.111	192.168.11.248	56693	2404	1544717807.931767	0.000585
286	379	58.020363	192.168.11.248	192.168.11.111	2404	56693	1544717807.932158	0.000391
287	380	58.020647	192.168.11.111	192.168.11.248	56693	2404	1544717807.932442	0.00028399999999999996
288	381	58.02100600000001	192.168.11.248	192.168.11.111	2404	56693	1544717807.932801	0.000359
289	383	60.689868000000004	192.168.11.248	192.168.11.111	2404	56693	1544717810.601663	2.668862
290	385	63.02561899999999	192.168.11.111	192.168.11.248	56693	2404	1544717812.9374142	2.3357509999999997
291	386	63.02602099999999	192.168.11.248	192.168.11.111	2404	56693	1544717812.937816	0.00040199999999999996
292	387	63.026223	192.168.11.111	192.168.11.248	56693	2404	1544717812.9380178	0.000202
293	388	63.02658100000001	192.168.11.248	192.168.11.111	2404	56693	1544717812.938376	0.00035800000000000003
294	389	63.088338	192.168.11.111	192.168.11.248	56693	2404	1544717813.000133	0.061757000000000006
295	390	63.08916	192.168.11.248	192.168.11.111	2404	56693	1544717813.0009549	0.000822
296	391	63.089161	192.168.11.248	192.168.11.111	2404	56693	1544717813.000956	1e-06
297	393	63.089482999999994	192.168.11.248	192.168.11.111	2404	56693	1544717813.0012782	0.000322
298	394	63.089484	192.168.11.248	192.168.11.111	2404	56693	1544717813.001279	1e-06
299	396	63.089824	192.168.11.248	192.168.11.111	2404	56693	1544717813.0016189	0.00033999999999999997
300	397	63.09015600000001	192.168.11.248	192.168.11.111	2404	56693	1544717813.001951	0.000332
